ID	Length	Adenine	Cytosine	Guanine	Thymine	N	GCcontent	Errors
1451|*|c26422_g1_i1	1094	20.109689213894	31.5356489945155	28.4277879341865	19.926873857404	0	59.963436928702	0
1452|*|c36355_g1_i2	1091	16.9569202566453	30.8890925756187	32.0806599450046	20.0733272227314	0	62.9697525206233	0
1453|*|c36061_g1_i1	1089	17.4471992653811	27.5482093663912	34.3434343434343	20.6611570247934	0	61.8916437098255	0
1454|*|c36468_g1_i3	1088	16.5441176470588	33.6397058823529	29.3198529411765	20.4963235294118	0	62.9595588235294	0
1455|*|c36815_g2_i1	1087	15.0873965041398	30.81876724931	30.7267709291628	23.3670653173873	0	61.5455381784729	0
1456|*|c8400_g1_i1	1085	19.2626728110599	34.5622119815668	28.6635944700461	17.5115207373272	0	63.2258064516129	0
1457|*|c36595_g2_i1	1081	21.2765957446809	30.4347826086957	33.1174838112858	15.1711378353376	0	63.5522664199815	0
1458|*|c30103_g1_i1	1080	20.9259259259259	26.7592592592593	28.3333333333333	23.9814814814815	0	55.0925925925926	0
1459|*|c37913_g1_i1	1079	18.5356811862836	29.7497683039852	30.2131603336423	21.501390176089	0	59.9629286376274	0
1460|*|c36566_g2_i1	1078	20.7792207792208	29.2207792207792	32.4675324675325	17.5324675324675	0	61.6883116883117	0
1461|*|c39533_g1_i1	1076	18.9591078066914	29.368029739777	31.8773234200744	19.7955390334572	0	61.2453531598513	0
1462|*|c36245_g1_i1	1075	17.8604651162791	29.5813953488372	33.2093023255814	19.3488372093023	0	62.7906976744186	0
1463|*|c37923_g1_i1	1074	26.9087523277467	28.3054003724395	22.6256983240223	22.1601489757914	0	50.9310986964618	0
1464|*|c35852_g1_i2	1071	16.4332399626517	30.62558356676	31.8394024276377	21.1017740429505	0	62.4649859943978	0
1465|*|c41162_g1_i1	1070	22.803738317757	27.0093457943925	28.785046728972	21.4018691588785	0	55.7943925233645	0
1466|*|c35857_g1_i1	1070	18.2242990654206	28.1308411214953	32.7102803738318	20.9345794392523	0	60.8411214953271	0
1467|*|c1261_g1_i1	1070	15.7943925233645	33.0841121495327	27.2897196261682	23.8317757009346	0	60.3738317757009	0
1468|*|c35853_g1_i1	1067	18.1818181818182	27.6476101218369	31.0215557638238	23.1490159325211	0	58.6691658856607	0
1469|*|c36115_g1_i1	1067	19.7750702905342	34.7703842549203	29.0534208059981	16.4011246485473	0	63.8238050609185	0
1470|*|c35880_g1_i2	1067	24.4611059044049	29.2408622305529	28.9597000937207	17.3383317713215	0	58.2005623242737	0
1471|*|c37563_g1_i1	1065	18.4037558685446	27.5117370892019	30.2347417840376	23.849765258216	0	57.7464788732394	0
1472|*|c38569_g1_i1	1064	17.4812030075188	28.5714285714286	33.4586466165414	20.4887218045113	0	62.0300751879699	0
1473|*|c36194_g1_i1	1064	19.8308270676692	29.7932330827068	31.390977443609	18.984962406015	0	61.1842105263158	0
1474|*|c36373_g1_i1	1062	19.3973634651601	32.5800376647834	29.9435028248588	18.0790960451977	0	62.5235404896422	0
1475|*|c37576_g10_i2	1061	23.6569274269557	26.861451460886	23.3741753063148	26.1074458058435	0	50.2356267672008	0
1476|*|c36556_g1_i2	1060	20.9433962264151	32.8301886792453	30.9433962264151	15.2830188679245	0	63.7735849056604	0
1477|*|c41896_g1_i1	1059	15.5807365439093	25.8734655335222	38.7157695939566	19.8300283286119	0	64.5892351274787	0
1478|*|c36307_g1_i1	1056	20.5492424242424	28.4090909090909	29.1666666666667	21.875	0	57.5757575757576	0
1479|*|c36896_g1_i1	1055	16.6824644549763	30.0473933649289	34.218009478673	19.0521327014218	0	64.2654028436019	0
1480|*|c33283_g1_i1	1051	22.2645099904853	27.4024738344434	28.7345385347288	21.5984776403425	0	56.1370123691722	0
1481|*|c38647_g1_i1	1050	19.1428571428571	28.7619047619048	30.5714285714286	21.5238095238095	0	59.3333333333333	0
1482|*|c36401_g1_i1	1049	17.1591992373689	30.9818875119161	27.9313632030505	23.9275500476644	0	58.9132507149666	0
1483|*|c36075_g1_i2	1047	17.287488061127	34.3839541547278	28.4622731614136	19.8662846227316	0	62.8462273161414	0
1484|*|c36238_g1_i2	1045	18.1818181818182	31.6746411483254	31.4832535885167	18.6602870813397	0	63.1578947368421	0
1485|*|c35827_g1_i2	1045	14.3540669856459	33.9712918660287	28.7081339712919	22.9665071770335	0	62.6794258373206	0
1486|*|c36787_g1_i1	1041	18.2516810758886	34.8703170028818	28.8184438040346	18.059558117195	0	63.6887608069164	0
1487|*|c35688_g1_i1	1037	18.4185149469624	30.4725168756027	33.1726133076181	17.9363548698168	0	63.6451301832208	0
1488|*|c16895_g1_i1	1037	16.9720347155256	25.5544840887175	30.4725168756027	27.0009643201543	0	56.0270009643202	0
1489|*|c37600_g2_i5	1037	22.5650916104147	32.4011571841851	29.7974927675988	15.2362584378014	0	62.198649951784	0
1490|*|c40990_g1_i1	1035	20.8695652173913	31.304347826087	25.3140096618358	22.512077294686	0	56.6183574879227	0
1491|*|c37454_g1_i4	1035	18.0676328502415	34.4927536231884	22.8985507246377	24.5410628019324	0	57.3913043478261	0
1492|*|c40315_g1_i1	1034	21.7601547388781	33.2688588007737	28.0464216634429	16.9245647969052	0	61.3152804642166	0
1493|*|c38563_g1_i1	1033	20.3291384317522	31.1713455953533	32.4298160696999	16.0696999031946	0	63.6011616650532	0
1494|*|c17249_g1_i1	1032	19.0891472868217	26.453488372093	31.6860465116279	22.7713178294574	0	58.1395348837209	0
1495|*|c986_g1_i1	1028	18.7743190661479	30.5447470817121	30.1556420233463	20.5252918287938	0	60.7003891050584	0
1496|*|c36784_g2_i1	1027	17.2346640701071	30.2823758519961	32.3271665043817	20.1557935735151	0	62.6095423563778	0
1497|*|c37563_g3_i1	1026	21.1500974658869	28.6549707602339	31.4814814814815	18.7134502923977	0	60.1364522417154	0
1498|*|c35707_g1_i1	1025	18.1463414634146	34.5365853658537	28.4878048780488	18.8292682926829	0	63.0243902439024	0
1499|*|c37431_g1_i1	1025	18.8292682926829	31.609756097561	29.2682926829268	20.2926829268293	0	60.8780487804878	0
1500|*|c36770_g1_i1	1025	13.9512195121951	28.9756097560976	36.1951219512195	20.8780487804878	0	65.1707317073171	0
1501|*|c37529_g11_i1	1025	19.0243902439024	29.8536585365854	33.2682926829268	17.8536585365854	0	63.1219512195122	0
1502|*|c37672_g4_i1	1024	17.578125	32.12890625	30.078125	20.21484375	0	62.20703125	0
1503|*|c39436_g1_i1	1020	19.8039215686275	35.9803921568627	28.921568627451	15.2941176470588	0	64.9019607843137	0
1504|*|c930_g1_i2	1018	23.0844793713163	33.7917485265226	27.7996070726916	15.3241650294695	0	61.5913555992141	0
1505|*|c10775_g1_i1	1018	19.9410609037328	33.5952848722986	28.2907662082515	18.1728880157171	0	61.8860510805501	0
1506|*|c37693_g1_i1	1016	19.7834645669291	31.496062992126	30.3149606299213	18.4055118110236	0	61.8110236220472	0
1507|*|c35917_g1_i1	1012	17.6877470355731	25.8893280632411	32.5098814229249	23.9130434782609	0	58.399209486166	0
1508|*|c36743_g1_i2	1011	18.2987141444115	32.9376854599407	32.2453016815035	16.5182987141444	0	65.1829871414441	0
1509|*|c16138_g1_i1	1010	25.9405940594059	32.7722772277228	26.039603960396	15.2475247524752	0	58.8118811881188	0
1510|*|c40273_g1_i1	1009	18.6323092170466	33.8949454905847	30.1288404360753	17.3439048562934	0	64.0237859266601	0
1511|*|c36803_g1_i1	1007	16.9811320754717	31.8768619662363	30.3872889771599	20.7547169811321	0	62.2641509433962	0
1512|*|c37561_g4_i2	1007	21.648460774578	30.9831181727905	32.2740814299901	15.0943396226415	0	63.2571996027805	0
1513|*|c37741_g1_i1	1007	23.1380337636544	31.8768619662363	30.9831181727905	14.0019860973188	0	62.8599801390268	0
1514|*|c37534_g1_i4	1006	18.0914512922465	33.5984095427435	28.8270377733598	19.4831013916501	0	62.4254473161034	0
1515|*|c40985_g1_i1	1005	20	29.8507462686567	31.8407960199005	18.3084577114428	0	61.6915422885572	0
1516|*|c35983_g1_i1	1004	20.8167330677291	36.0557768924303	26.4940239043825	16.6334661354582	0	62.5498007968127	0
1517|*|c34685_g1_i1	1002	15.2694610778443	29.1417165668663	30.8383233532934	24.750499001996	0	59.9800399201597	0
1518|*|c35939_g1_i1	1001	20.7792207792208	34.2657342657343	29.6703296703297	15.2847152847153	0	63.9360639360639	0
1519|*|c36264_g1_i1	1000	17.1	29.8	31.1	22	0	60.9	0
1520|*|c37820_g1_i1	998	21.4428857715431	28.7575150300601	27.9559118236473	21.8436873747495	0	56.7134268537074	0
1521|*|c37623_g6_i2	997	15.1454363089268	32.296890672016	30.8926780341023	21.6649949849549	0	63.1895687061184	0
1522|*|c37575_g6_i8	997	18.7562688064193	33.8014042126379	27.0812437311936	20.3610832497492	0	60.8826479438315	0
1523|*|c33324_g1_i1	996	20.0803212851406	31.3253012048193	28.8152610441767	19.7791164658635	0	60.140562248996	0
1524|*|c40196_g1_i1	995	18.894472361809	33.3668341708543	30.9547738693467	16.78391959799	0	64.321608040201	0
1525|*|c36190_g1_i2	995	15.7788944723618	29.0452261306533	35.5778894472362	19.5979899497487	0	64.6231155778895	0
1526|*|c37729_g1_i1	992	17.8427419354839	31.3508064516129	31.6532258064516	19.1532258064516	0	63.0040322580645	0
1527|*|c36764_g1_i1	992	15.3225806451613	27.116935483871	32.6612903225806	24.8991935483871	0	59.7782258064516	0
1528|*|c35368_g1_i1	989	16.3801820020222	33.164812942366	32.9625884732053	17.4924165824065	0	66.1274014155713	0
1529|*|c40309_g1_i1	988	16.8016194331984	27.6315789473684	35.1214574898785	20.4453441295547	0	62.753036437247	0
1530|*|c41914_g1_i1	988	20.4453441295547	27.6315789473684	29.6558704453441	22.2672064777328	0	57.2874493927126	0
1531|*|c40575_g1_i1	985	21.1167512690355	30.1522842639594	30.1522842639594	18.5786802030457	0	60.3045685279188	0
1532|*|c34709_g1_i1	982	16.3951120162933	30.040733197556	32.4847250509165	21.0794297352342	0	62.5254582484725	0
1533|*|c37524_g1_i2	981	16.9215086646279	26.9113149847095	34.2507645259939	21.9164118246687	0	61.1620795107034	0
1534|*|c35940_g1_i1	977	18.4237461617195	33.2650972364381	30.9109518935517	17.4002047082907	0	64.1760491299898	0
1535|*|c35793_g1_i1	974	18.3778234086242	36.8583162217659	25.4620123203285	19.3018480492813	0	62.3203285420945	0
1536|*|c37089_g1_i1	973	18.191161356629	31.551901336074	34.1212744090442	16.1356628982528	0	65.6731757451182	0
1537|*|c36055_g1_i1	969	17.9566563467492	29.8245614035088	34.2621259029928	17.9566563467492	0	64.0866873065015	0
1538|*|c37328_g2_i1	966	18.4265010351967	34.9896480331263	30.7453416149068	15.8385093167702	0	65.7349896480331	0
1539|*|c37611_g5_i1	964	21.6804979253112	30.4979253112033	33.6099585062241	14.2116182572614	0	64.1078838174274	0
1540|*|c37194_g1_i2	959	16.162669447341	27.8415015641293	36.3920750782065	19.6037539103233	0	64.2335766423358	0
1541|*|c36184_g1_i2	952	15.6512605042017	33.5084033613445	30.672268907563	20.1680672268908	0	64.1806722689076	0
1542|*|c36157_g1_i1	947	15.6282998944034	32.5237592397043	33.051742344245	18.7961985216473	0	65.5755015839493	0
1543|*|c36945_g2_i1	947	19.2185850052798	28.9334741288279	24.7096092925026	27.1383315733896	0	53.6430834213305	0
1544|*|c23672_g1_i2	943	18.7698833510074	34.5705196182397	29.9045599151644	16.7550371155885	0	64.475079533404	0
1545|*|c42063_g1_i1	943	22.6935312831389	27.7836691410392	30.2226935312831	19.3001060445387	0	58.0063626723224	0
1546|*|c29345_g1_i1	942	22.0806794055202	34.3949044585987	28.2377919320594	15.2866242038217	0	62.6326963906582	0
1547|*|c35696_g1_i1	941	17.3219978746015	32.5185972369819	29.0116896918172	21.1477151965994	0	61.5302869287991	0
1548|*|c37665_g7_i1	941	15.5154091392136	28.2678002125398	33.0499468650372	23.1668437832094	0	61.317747077577	0
1549|*|c42163_g1_i1	940	18.2978723404255	32.4468085106383	30.6382978723404	18.6170212765957	0	63.0851063829787	0
1550|*|c37658_g2_i8	939	16.6134185303514	29.7124600638978	32.0553780617678	21.618743343983	0	61.7678381256656	0
1551|*|c36150_g1_i1	936	19.1239316239316	31.7307692307692	29.4871794871795	19.6581196581197	0	61.2179487179487	0
1552|*|c4252_g1_i1	936	16.025641025641	32.4786324786325	30.8760683760684	20.6196581196581	0	63.3547008547009	0
1553|*|c36614_g1_i1	935	18.3957219251337	30.5882352941176	33.5828877005348	17.4331550802139	0	64.1711229946524	0
1554|*|c35994_g1_i1	933	14.7909967845659	33.2261521972133	32.6902465166131	19.2926045016077	0	65.9163987138264	0
1555|*|c36161_g2_i1	932	13.8412017167382	27.5751072961373	37.0171673819742	21.5665236051502	0	64.5922746781116	0
1556|*|c39486_g1_i1	932	15.2360515021459	30.9012875536481	33.6909871244635	20.1716738197425	0	64.5922746781116	0
1557|*|c37734_g1_i1	928	17.9956896551724	33.8362068965517	30.4956896551724	17.6724137931034	0	64.3318965517241	0
1558|*|c39728_g1_i1	927	18.9859762675297	30.7443365695793	30.0970873786408	20.1725997842503	0	60.8414239482201	0
1559|*|c36083_g1_i1	926	19.6544276457883	27.9697624190065	31.4254859611231	20.9503239740821	0	59.3952483801296	0
1560|*|c39404_g1_i1	925	21.5135135135135	30.8108108108108	31.7837837837838	15.8918918918919	0	62.5945945945946	0
1561|*|c39740_g1_i1	924	21.4285714285714	28.4632034632035	35.1731601731602	14.9350649350649	0	63.6363636363636	0
1562|*|c33455_g1_i1	923	17.7681473456121	26.8689057421452	34.9945828819068	20.3683640303359	0	61.863488624052	0
1563|*|c34638_g1_i1	923	19.8266522210184	33.1527627302275	30.3358613217768	16.6847237269772	0	63.4886240520043	0
1564|*|c37602_g5_i2	922	16.4859002169197	26.0303687635575	30.2603036876356	27.2234273318872	0	56.2906724511931	0
1565|*|c39696_g1_i1	922	15.6182212581345	30.8026030368764	31.6702819956616	21.9088937093275	0	62.472885032538	0
1566|*|c37508_g4_i1	921	17.5895765472313	32.3561346362649	30.1845819761129	19.8697068403909	0	62.5407166123778	0
1567|*|c36938_g3_i1	919	16.7573449401523	28.9445048966268	32.6441784548422	21.6539717083787	0	61.588683351469	0
1568|*|c41084_g1_i1	914	20.5689277899344	30.0875273522976	28.6652078774617	20.6783369803063	0	58.7527352297593	0
1569|*|c37491_g1_i1	912	18.4210526315789	35.6359649122807	29.9342105263158	16.0087719298246	0	65.5701754385965	0
1570|*|c37685_g2_i1	911	15.9165751920966	28.3205268935236	32.1624588364435	23.6004390779363	0	60.4829857299671	0
1571|*|c35757_g1_i1	910	19.1208791208791	26.1538461538462	30.989010989011	23.7362637362637	0	57.1428571428571	0
1572|*|c35923_g1_i1	908	25.1101321585903	23.8986784140969	25	25.9911894273128	0	48.8986784140969	0
1573|*|c42092_g1_i1	908	18.5022026431718	29.0748898678414	28.7444933920705	23.6784140969163	0	57.8193832599119	0
1574|*|c35819_g1_i1	908	18.5022026431718	30.9471365638767	30.726872246696	19.8237885462555	0	61.6740088105727	0
1575|*|c36849_g1_i1	908	20.2643171806167	35.1321585903084	28.7444933920705	15.8590308370044	0	63.8766519823789	0
1576|*|c37381_g2_i1	906	19.3156732891832	30.1324503311258	31.5673289183223	18.9845474613687	0	61.6997792494481	0
1577|*|c36653_g1_i1	905	17.4585635359116	33.0386740331492	31.7127071823204	17.7900552486188	0	64.7513812154696	0
1578|*|c9657_g1_i1	904	21.7920353982301	30.641592920354	30.0884955752212	17.4778761061947	0	60.7300884955752	0
1579|*|c38632_g1_i1	902	25.1662971175166	28.0487804878049	29.3791574279379	17.4057649667406	0	57.4279379157428	0
1580|*|c16478_g1_i1	901	17.5360710321865	29.8557158712542	31.0765815760266	21.5316315205327	0	60.9322974472808	0
1581|*|c39531_g1_i1	901	20.0887902330744	31.4095449500555	32.0754716981132	16.4261931187569	0	63.4850166481687	0
1582|*|c9075_g1_i1	901	20.976692563818	32.2974472807991	27.4139844617092	19.3118756936737	0	59.7114317425083	0
1583|*|c35711_g1_i1	899	20.0222469410456	29.8109010011123	30.1446051167964	20.0222469410456	0	59.9555061179088	0
1584|*|c37510_g2_i1	894	17.0022371364653	27.1812080536913	36.241610738255	19.5749440715884	0	63.4228187919463	0
1585|*|c37362_g3_i1	891	23.1200897867565	22.6711560044893	28.2828282828283	25.9259259259259	0	50.9539842873176	0
1586|*|c36255_g1_i1	890	21.9101123595506	30.3370786516854	29.2134831460674	18.5393258426966	0	59.5505617977528	0
1587|*|c35758_g1_i1	890	20.3370786516854	32.9213483146067	30.2247191011236	16.5168539325843	0	63.1460674157303	0
1588|*|c37563_g1_i2	889	19.2350956130484	27.896512935883	28.7964004499438	24.0719910011249	0	56.6929133858268	0
1589|*|c21016_g1_i1	889	22.8346456692913	28.7964004499438	30.5961754780652	17.7727784026997	0	59.392575928009	0
1590|*|c36537_g1_i1	889	22.9471316085489	29.1338582677165	28.3464566929134	19.5725534308211	0	57.4803149606299	0
1591|*|c36255_g1_i2	885	20.6779661016949	29.8305084745763	28.361581920904	21.1299435028249	0	58.1920903954802	0
1592|*|c40276_g1_i1	883	17.8935447338618	31.2570781426954	30.9173272933182	19.9320498301246	0	62.1744054360136	0
1593|*|c37560_g4_i5	878	16.4009111617312	27.4487471526196	32.1184510250569	24.0318906605923	0	59.5671981776765	0
1594|*|c36420_g1_i3	877	24.7434435575827	28.1641961231471	32.3831242873432	14.709236031927	0	60.5473204104903	0
1595|*|c38654_g1_i1	875	17.9428571428571	30.6285714285714	31.5428571428571	19.8857142857143	0	62.1714285714286	0
1596|*|c38573_g1_i1	875	18.2857142857143	30.2857142857143	26.7428571428571	24.6857142857143	0	57.0285714285714	0
1597|*|c35826_g1_i2	873	15.807560137457	31.729667812142	30.5841924398625	21.8785796105384	0	62.3138602520046	0
1598|*|c38529_g1_i1	870	18.735632183908	35.8620689655172	28.8505747126437	16.551724137931	0	64.7126436781609	0
1599|*|c34123_g1_i1	869	19.2174913693901	30.7249712313003	27.6179516685846	22.439585730725	0	58.3429228998849	0
1600|*|c36798_g1_i3	868	19.0092165898618	32.9493087557604	29.4930875576037	18.5483870967742	0	62.4423963133641	0
1601|*|c41093_g1_i1	868	20.3917050691244	31.221198156682	27.9953917050691	20.3917050691244	0	59.2165898617512	0
1602|*|c41823_g1_i1	865	18.0346820809249	33.1791907514451	29.1329479768786	19.6531791907514	0	62.3121387283237	0
1603|*|c37647_g3_i10	865	23.121387283237	30.4046242774566	27.514450867052	18.9595375722543	0	57.9190751445087	0
1604|*|c40433_g1_i1	864	21.0648148148148	32.6388888888889	28.7037037037037	17.5925925925926	0	61.3425925925926	0
1605|*|c17357_g1_i1	863	16.4542294322132	32.6767091541136	31.4020857473928	19.4669756662804	0	64.0787949015064	0
1606|*|c37620_g5_i1	862	20.7656612529002	25.754060324826	30.7424593967517	22.737819025522	0	56.4965197215777	0
1607|*|c33288_g1_i1	861	19.3960511033682	29.9651567944251	30.7781649245064	19.8606271777003	0	60.7433217189315	0
1608|*|c12418_g1_i1	860	20.8139534883721	34.6511627906977	27.3255813953488	17.2093023255814	0	61.9767441860465	0
1609|*|c35959_g1_i1	859	17.4621653084983	28.9871944121071	32.7124563445867	20.8381839348079	0	61.6996507566938	0
1610|*|c36917_g2_i1	856	18.3411214953271	31.1915887850467	31.0747663551402	19.392523364486	0	62.2663551401869	0
1611|*|c37056_g1_i1	856	17.8738317757009	29.088785046729	32.8271028037383	20.2102803738318	0	61.9158878504673	0
1612|*|c42041_g1_i1	853	19.9296600234467	30.3634232121923	28.4876905041032	21.2192262602579	0	58.8511137162954	0
1613|*|c37620_g8_i1	850	16.4705882352941	32.5882352941176	32.4705882352941	18.4705882352941	0	65.0588235294118	0
1614|*|c36090_g2_i2	850	16.5882352941176	32.1176470588235	32.2352941176471	19.0588235294118	0	64.3529411764706	0
1615|*|c36236_g1_i1	849	16.7255594817432	29.2108362779741	35.1001177856302	18.9634864546525	0	64.3109540636042	0
1616|*|c36092_g1_i1	842	21.021377672209	30.9976247030879	28.978622327791	19.0023752969121	0	59.9762470308789	0
1617|*|c37650_g6_i1	838	17.8997613365155	33.890214797136	29.8329355608592	18.3770883054893	0	63.7231503579952	0
1618|*|c37863_g1_i1	838	16.7064439140811	28.7589498806683	32.1002386634845	22.4343675417661	0	60.8591885441527	0
1619|*|c37433_g1_i2	838	20.0477326968974	26.3723150357995	28.7589498806683	24.8210023866348	0	55.1312649164678	0
1620|*|c42109_g1_i1	837	16.4874551971326	29.7491039426523	33.5722819593787	20.1911589008363	0	63.3213859020311	0
1621|*|c36599_g1_i2	837	19.8327359617682	25.8064516129032	30.4659498207885	23.89486260454	0	56.2724014336918	0
1622|*|c41928_g1_i1	836	17.1052631578947	32.5358851674641	31.6985645933014	18.6602870813397	0	64.2344497607656	0
1623|*|c36906_g1_i2	833	20.2881152460984	34.2136854741897	27.8511404561825	17.6470588235294	0	62.0648259303721	0
1624|*|c37352_g1_i1	833	13.9255702280912	30.9723889555822	34.9339735894358	20.1680672268908	0	65.906362545018	0
1625|*|c4928_g1_i2	832	18.3894230769231	27.6442307692308	33.0528846153846	20.9134615384615	0	60.6971153846154	0
1626|*|c37740_g1_i1	830	17.4698795180723	34.2168674698795	31.566265060241	16.7469879518072	0	65.7831325301205	0
1627|*|c39516_g1_i1	829	22.6779252110977	25.0904704463209	29.9155609167672	22.3160434258142	0	55.0060313630881	0
1628|*|c34418_g1_i1	827	23.0955259975816	26.4812575574365	27.5695284159613	22.8536880290206	0	54.0507859733978	0
1629|*|c34676_g1_i1	825	17.8181818181818	28.6060606060606	31.1515151515152	22.4242424242424	0	59.7575757575758	0
1630|*|c42304_g1_i1	824	16.504854368932	27.7912621359223	33.373786407767	22.3300970873786	0	61.1650485436893	0
1631|*|c1042_g1_i1	820	16.0975609756098	28.4146341463415	32.9268292682927	22.5609756097561	0	61.3414634146341	0
1632|*|c35712_g1_i1	818	18.2151589242054	31.1735941320293	31.0513447432763	19.559902200489	0	62.2249388753056	0
1633|*|c17447_g1_i1	818	18.9486552567237	35.9413202933985	30.3178484107579	14.7921760391198	0	66.2591687041565	0
1634|*|c8454_g1_i1	818	22.3716381418093	27.9951100244499	28.4841075794621	21.1491442542787	0	56.479217603912	0
1635|*|c41883_g1_i1	815	17.0552147239264	28.7116564417178	32.8834355828221	21.3496932515337	0	61.5950920245399	0
1636|*|c34916_g1_i1	814	18.5503685503685	28.6240786240786	31.5724815724816	21.2530712530713	0	60.1965601965602	0
1637|*|c41803_g1_i1	813	15.3751537515375	32.5953259532595	30.5043050430504	21.5252152521525	0	63.09963099631	0
1638|*|c37635_g4_i2	813	26.8142681426814	26.0762607626076	23.0012300123001	24.1082410824108	0	49.0774907749078	0
1639|*|c40447_g1_i1	812	20.935960591133	33.0049261083744	29.679802955665	16.3793103448276	0	62.6847290640394	0
1640|*|c37864_g1_i1	812	22.6600985221675	26.8472906403941	33.0049261083744	17.487684729064	0	59.8522167487685	0
1641|*|c37479_g2_i1	812	25.1231527093596	27.3399014778325	22.7832512315271	24.7536945812808	0	50.1231527093596	0
1642|*|c33646_g1_i2	810	17.6543209876543	29.8765432098765	34.320987654321	18.1481481481481	0	64.1975308641975	0
1643|*|c40353_g1_i1	810	20.4938271604938	26.4197530864197	28.0246913580247	25.0617283950617	0	54.4444444444444	0
1644|*|c33906_g1_i1	805	15.776397515528	36.6459627329193	27.8260869565217	19.7515527950311	0	64.472049689441	0
1645|*|c40320_g1_i1	803	31.7559153175592	22.5404732254047	20.4234122042341	25.280199252802	0	42.9638854296389	0
1646|*|c36140_g2_i1	801	16.2297128589263	29.7128589263421	30.7116104868914	23.3458177278402	0	60.4244694132335	0
1647|*|c29383_g1_i1	796	19.9748743718593	30.9045226130653	28.0150753768844	21.105527638191	0	58.9195979899497	0
1648|*|c36696_g1_i1	796	17.964824120603	29.3969849246231	30.9045226130653	21.7336683417085	0	60.3015075376884	0
1649|*|c34885_g1_i1	794	22.9219143576826	24.8110831234257	25.6926952141058	26.5743073047859	0	50.5037783375315	0
1650|*|c37461_g1_i2	792	21.0858585858586	30.1767676767677	28.1565656565657	20.5808080808081	0	58.3333333333333	0
1651|*|c41993_g1_i1	792	20.0757575757576	33.2070707070707	28.7878787878788	17.9292929292929	0	61.9949494949495	0
1652|*|c37578_g2_i1	789	22.1799746514575	30.9252217997465	27.8833967046895	19.0114068441065	0	58.808618504436	0
1653|*|c36111_g1_i1	783	20.4342273307791	31.1621966794381	31.6730523627075	16.7305236270753	0	62.8352490421456	0
1654|*|c37232_g2_i2	782	16.8797953964194	25.4475703324808	35.5498721227622	22.1227621483376	0	60.997442455243	0
1655|*|c38643_g1_i1	782	25.1918158567775	27.7493606138107	24.2966751918159	22.7621483375959	0	52.0460358056266	0
1656|*|c42232_g1_i1	781	20.8706786171575	34.5710627400768	25.4801536491677	19.078104993598	0	60.0512163892446	0
1657|*|c9119_g2_i1	777	20.7207207207207	34.2342342342342	25.6113256113256	19.4337194337194	0	59.8455598455598	0
1658|*|c7531_g1_i1	776	21.7783505154639	27.1907216494845	23.0670103092784	27.9639175257732	0	50.2577319587629	0
1659|*|c40257_g1_i1	775	21.4193548387097	23.3548387096774	24.7741935483871	30.4516129032258	0	48.1290322580645	0
1660|*|c38109_g1_i1	771	17.2503242542153	32.1660181582361	31.7769130998703	18.8067444876783	0	63.9429312581063	0
1661|*|c15252_g1_i1	770	21.4285714285714	26.1038961038961	28.5714285714286	23.8961038961039	0	54.6753246753247	0
1662|*|c40455_g1_i1	764	15.3141361256545	27.4869109947644	31.282722513089	25.9162303664921	0	58.7696335078534	0
1663|*|c17971_g1_i1	761	23.1274638633377	27.2010512483574	26.6754270696452	22.9960578186597	0	53.8764783180026	0
1664|*|c36192_g1_i1	761	16.0315374507227	30.6176084099869	32.9829172141919	20.3679369250986	0	63.6005256241787	0
1665|*|c42165_g1_i1	760	16.5789473684211	30.1315789473684	32.5	20.7894736842105	0	62.6315789473684	0
1666|*|c42212_g1_i1	756	19.5767195767196	36.5079365079365	27.7777777777778	16.1375661375661	0	64.2857142857143	0
1667|*|c38559_g1_i1	755	20.794701986755	32.9801324503311	30.5960264900662	15.6291390728477	0	63.5761589403974	0
1668|*|c15739_g1_i1	754	22.5464190981432	27.0557029177719	24.6684350132626	25.7294429708223	0	51.7241379310345	0
1669|*|c38748_g1_i1	751	17.0439414114514	31.1584553928096	33.422103861518	18.375499334221	0	64.5805592543276	0
1670|*|c37551_g3_i1	750	14.5333333333333	31.6	34	19.8666666666667	0	65.6	0
1671|*|c27813_g1_i1	750	19.8666666666667	27.3333333333333	34.6666666666667	18.1333333333333	0	62	0
1672|*|c39493_g1_i1	750	14.5333333333333	31.4666666666667	30.9333333333333	23.0666666666667	0	62.4	0
1673|*|c41904_g1_i1	749	18.8251001335113	28.3044058744993	36.4485981308411	16.4218958611482	0	64.7530040053405	0
1674|*|c1255_g1_i1	745	16.1073825503356	29.5302013422819	34.0939597315436	20.2684563758389	0	63.6241610738255	0
1675|*|c37819_g1_i1	744	16.3978494623656	31.989247311828	31.4516129032258	20.1612903225806	0	63.4408602150538	0
1676|*|c12872_g1_i1	742	24.9326145552561	28.167115902965	25.7412398921833	21.1590296495957	0	53.9083557951482	0
1677|*|c36297_g1_i1	740	19.0540540540541	30.5405405405405	29.7297297297297	20.6756756756757	0	60.2702702702703	0
1678|*|c39384_g1_i1	739	22.8687415426252	23.8159675236807	30.5818673883627	22.7334235453315	0	54.3978349120433	0
1679|*|c9100_g1_i1	739	15.8322056833559	27.7401894451962	36.6711772665765	19.7564276048714	0	64.4113667117727	0
1680|*|c36228_g1_i2	738	20.8672086720867	28.1842818428184	33.739837398374	17.2086720867209	0	61.9241192411924	0
